commercial_area_code,district_code,category_code,score,expected_sales,closure_risk
3110668,11500550,CS300027,9.13,73451103,98.87
3110668,11500550,CS300031,34.1,386341886,99.28
3110668,11500550,CS300033,9.78,85815943,99.23
3110669,11500591,CS100001,51.38,613919353,74.66
3110670,11500570,CS100001,54.2,1389155012,94.37
3110670,11500570,CS100008,6.34,7191049,94.21
3110670,11500570,CS100010,6.5,19117836,94.58
3110670,11500570,CS200001,5.79,-27686486,93.9
3110670,11500570,CS200003,5.28,-5795728,96.07
3110670,11500570,CS200028,5.64,-13523648,94.75
3110670,11500570,CS200031,3.84,-75737724,97.26
3110670,11500570,CS300001,36.71,404659275,94.5
3110670,11500570,CS300002,33.96,354510165,96.71
3110670,11500570,CS300021,6.11,36941287,97.48
3110670,11500570,CS300043,4.64,169664,97.93
3110726,11545610,CS100001,83.26,2494924358,30.55
3110726,11545610,CS100007,63.92,464420228,31.3
3110726,11545610,CS100008,41.91,119045239,30.92
3110726,11545610,CS100010,44.58,137286874,30.7
3110726,11545610,CS200003,39.73,105351926,30.59
3110726,11545610,CS200028,41.35,116158090,31.03
3110726,11545610,CS200030,29.35,-172074738,31.08
3110726,11545610,CS300001,71.82,737148360,30.84
3110726,11545610,CS300010,86.51,8150806758,31.03
3110815,11560630,CS100001,64.11,1301550297,68.26
3110815,11560630,CS100002,40.66,267480516,68.64
3110815,11560630,CS100005,39.49,248141391,68.54
3110815,11560630,CS100006,35.38,201144295,69.11
3110815,11560630,CS100007,24.82,108048338,68.67
3110815,11560630,CS100008,32.53,169503061,68.46
3110815,11560630,CS100009,45.96,376189978,68.78
3110815,11560630,CS100010,34.66,191529477,68.73
3110815,11560630,CS200016,18.54,49705822,68.92
3110815,11560630,CS200019,38.55,238480051,68.46
3110815,11560630,CS200028,29.03,133955674,68.77
3110815,11560630,CS200031,18.89,52712676,68.87
3110815,11560630,CS200034,27.51,123774728,69.06
3110815,11560630,CS200037,25.79,114926752,68.91
3110815,11560630,CS300001,56.13,711721087,68.77
3110815,11560630,CS300002,52.78,584302233,68.65
3110815,11560630,CS300011,22.99,93501756,68.49
3110815,11560630,CS300018,63.36,1230451399,68.75
3110815,11560630,CS300020,40.94,273863735,68.79
3110815,11560630,CS300035,24.38,104910623,68.8
3110815,11560630,CS300036,21.6,81249054,68.88
3110816,11560630,CS100001,63.65,1301550297,69.41
3110816,11560630,CS100008,33.15,180309226,69.81
3110816,11560630,CS300001,55.79,712427623,69.69
3110816,11560630,CS300008,59.15,907960476,68.82
3110737,11545630,CS100001,58.46,895664811,70.1
3110737,11545630,CS200028,23.6,103225200,70.12
3110737,11545630,CS300001,49.82,519045106,70.15
3110737,11545630,CS300002,48.87,482256089,70.18
3110738,11545630,CS100001,59.97,1021631064,70.08
3110738,11545630,CS100002,37.13,228706014,70.11
3110738,11545630,CS100007,23.45,101888658,70.08
3110738,11545630,CS100008,31.34,162636846,70.1
3110738,11545630,CS100009,42.77,318386554,70.07
3110738,11545630,CS100010,32.37,173857097,70.09
3110738,11545630,CS200003,25.66,115788457,70.08
3110738,11545630,CS200007,54.39,652795212,70.04
3110738,11545630,CS200008,39.35,253872555,70.03
3110738,11545630,CS200025,40.37,272656509,70.07
3110738,11545630,CS200028,27.53,127089458,70.1
3110738,11545630,CS200030,16.68,29936234,70.06
3110738,11545630,CS200031,17.76,45846460,70.13
3110738,11545630,CS200034,26.09,116908513,70.01
3110738,11545630,CS200037,24.3,108060536,70.07
3110738,11545630,CS300001,50.79,546038443,70.08
3110738,11545630,CS300002,49.51,509955962,70.1
3110738,11545630,CS300004,29.4,143911849,70.06
3110738,11545630,CS300007,66.9,2244913861,70.01
3110738,11545630,CS300009,68.21,2858847387,70.02
3110738,11545630,CS300011,18.59,54324053,70.07
3110738,11545630,CS300017,65.24,1690416202,69.99
3110738,11545630,CS300018,61.13,1102013093,70.04
3110738,11545630,CS300022,29.56,145511354,70.06
3110738,11545630,CS300027,20.7,74105617,70.05
3110738,11545630,CS300031,40.2,269997499,70.08
3110738,11545630,CS300032,50.17,524569967,70.04
3110738,11545630,CS300035,22.94,98044408,70.08
3110738,11545630,CS300036,29.08,140540120,70.04
3110739,11545690,CS100001,54.88,583564496,63.22
3110713,11530560,CS100001,57.65,2896733813,96.62
3110713,11530560,CS100002,35.79,407681650,97.06
3110713,11530560,CS100006,31.53,304040993,96.67
3110713,11530560,CS100007,23.48,193405417,97.09
3110713,11530560,CS100008,30.59,292135217,97.67
3110713,11530560,CS100009,43.96,663425629,96.65
3110713,11530560,CS100010,36.21,421979230,97.33
3110713,11530560,CS200001,52.38,1292801845,97.45
3110713,11530560,CS200003,28.35,248695568,96.65
3110713,11530560,CS200005,23.37,193405417,97.34
3110713,11530560,CS200007,52.25,1224953738,96.35
3110713,11530560,CS200016,14.84,115437147,96.56
3110713,11530560,CS200025,37.39,451632145,96.59
3110713,11530560,CS200026,15.47,119986617,97.32
3110713,11530560,CS200028,24.95,208506588,97.06
3110713,11530560,CS200029,12.41,103240293,98.12
3110713,11530560,CS200031,13.73,112430293,98.04
3110713,11530560,CS200037,23.22,189477667,96.84
3110713,11530560,CS300001,50.54,1119759290,97.16
3110713,11530560,CS300002,48.96,991633899,96.74
3110713,11530560,CS300003,1.56,-815294164,97.56
3110713,11530560,CS300004,26.61,226035516,96.08
3110713,11530560,CS300007,48.48,959658571,96.96
3110713,11530560,CS300009,35.23,392701925,96.96
3110713,11530560,CS300010,44.45,688064457,96.79
3110713,11530560,CS300011,52.73,1353453221,97.48
3110713,11530560,CS300018,56.65,2449945278,96.86
3110713,11530560,CS300020,34.8,385012549,97.47
3110713,11530560,CS300021,45.84,761746899,97.19
3110713,11530560,CS300022,31.21,292578703,96.14
3110713,11530560,CS300028,11.92,96520067,97.18
3110713,11530560,CS300033,19.7,155354608,97.23
3110713,11530560,CS300036,44.56,687022193,96.43
3110759,11560605,CS100001,58.74,2532835924,92.05
3110759,11560605,CS100002,39.69,507580303,94.53
3110759,11560605,CS100003,44.78,672190103,95.13
3110759,11560605,CS100004,31.29,286196376,94.84
3110759,11560605,CS100007,22.26,167665490,93.75
3110759,11560605,CS100008,27.72,226662382,93.39
3110759,11560605,CS100009,47.79,791122770,93.37
3110759,11560605,CS100010,58.75,2506813527,91.89
3110759,11560605,CS200001,60.35,3847265298,92.69
3110759,11560605,CS200003,25.29,202496112,94.68
3110759,11560605,CS200005,6.99,26881243,94.0
3110759,11560605,CS200006,54.71,1421010654,93.51
3110759,11560605,CS200007,54.57,1404813549,93.68
3110759,11560605,CS200016,5.65,-39621087,93.78
3110759,11560605,CS200025,31.19,274783778,93.25
3110759,11560605,CS200028,19.44,133904237,92.7
3110759,11560605,CS200033,32.54,306874462,94.34
3110759,11560605,CS200037,28.98,242418831,93.33
3110759,11560605,CS300001,50.84,1032721072,93.26
3110759,11560605,CS300002,54.54,1423348874,93.98
3110759,11560605,CS300011,4.57,-140140402,93.5
3110759,11560605,CS300015,2.53,-1339242413,94.44
3110759,11560605,CS300018,59.94,3209955471,92.06
3110759,11560605,CS300019,4.2,-254490261,93.19
3110759,11560605,CS300021,3.83,-138799592,95.4
3110759,11560605,CS300022,47.77,783224388,93.3
3110759,11560605,CS300024,44.06,610219615,92.62
3110759,11560605,CS300028,5.92,-29713422,93.49
3110759,11560605,CS300036,53.72,1261496806,93.58
3110759,11560605,CS300043,32.06,308643026,95.68
3110760,11560620,CS100001,60.0,3743732216,93.34
3110760,11560620,CS100009,47.82,776136554,92.89
3110760,11560620,CS100010,42.42,563785622,92.48
3110760,11560620,CS200016,18.82,129246089,92.45
3110760,11560620,CS200025,38.99,469154477,94.07
3110760,11560620,CS200026,18.98,137508949,94.74
3110760,11560620,CS200030,17.35,116342717,91.12
3110760,11560620,CS300002,50.7,992658586,92.46
3110760,11560620,CS300018,59.94,3335045007,92.41
3110760,11560620,CS300019,50.46,1019622474,93.8
3110760,11560620,CS300022,32.74,308687963,94.0
3110760,11560620,CS300024,45.05,677317268,94.73
3110762,11560620,CS100001,95.17,3058516298,3.42
3110762,11560620,CS100002,73.76,425203982,3.77
3110762,11560620,CS100003,73.23,409890193,3.61
3110762,11560620,CS100004,77.48,555980865,3.92
3110762,11560620,CS100005,72.93,405158320,3.98
3110762,11560620,CS100006,69.3,320856789,4.01
3110762,11560620,CS100007,61.4,200121585,3.77
3110762,11560620,CS100008,68.11,290628627,3.58
3110762,11560620,CS100009,83.58,776136554,3.5
3110762,11560620,CS100010,76.93,526762615,3.46
3110762,11560620,CS200001,81.08,667263402,4.06
3110762,11560620,CS200003,62.57,213314847,3.94
3110762,11560620,CS200005,61.4,200121585,3.75
3110762,11560620,CS200006,96.54,4555618504,3.37
3110762,11560620,CS200007,87.19,1057542443,3.29
3110762,11560620,CS200008,77.17,527640678,2.95
3110762,11560620,CS200016,54.08,129246089,4.3
3110762,11560620,CS200025,75.15,468447941,3.57
3110762,11560620,CS200026,55.28,137508949,3.99
3110762,11560620,CS200028,62.08,206293463,3.59
3110762,11560620,CS200029,47.61,82045813,3.95
3110762,11560620,CS200030,52.33,116342717,3.66
3110762,11560620,CS200031,54.89,132252943,3.64
3110762,11560620,CS200034,65.0,244193758,3.71
3110762,11560620,CS300001,87.71,1108512572,3.77
3110762,11560620,CS300002,85.92,981093717,3.91
3110762,11560620,CS300009,95.42,3156850949,3.13
3110762,11560620,CS300010,72.47,384115290,3.22
3110762,11560620,CS300011,85.75,946390354,3.44
3110762,11560620,CS300018,95.93,3702223472,3.41
3110762,11560620,CS300019,90.88,1434854893,3.31
3110762,11560620,CS300021,79.76,614701929,3.75
3110762,11560620,CS300022,69.0,309394499,3.48
3110762,11560620,CS300025,70.25,331507804,3.14
3110762,11560620,CS300028,51.39,113335863,4.32
3110762,11560620,CS300043,66.77,271197095,3.8
3110612,11470650,CS100001,58.65,810077001,66.94
3110612,11470650,CS100002,35.32,196692699,68.16
3110612,11470650,CS100005,33.65,177353574,67.92
3110612,11470650,CS100007,23.0,92033344,67.84
3110612,11470650,CS100008,29.02,131330067,67.82
3110612,11470650,CS100009,42.07,287079775,68.06
3110612,11470650,CS100010,30.27,142550318,67.49
3110612,11470650,CS200001,36.91,213421501,68.14
3110612,11470650,CS200024,25.69,112748040,68.33
3110612,11470650,CS200028,23.85,98205222,67.88
3110612,11470650,CS200029,16.93,23794292,68.93
3110612,11470650,CS200031,17.58,35991146,68.61
3110612,11470650,CS200032,17.21,32984292,69.0
3110612,11470650,CS200037,23.64,98205222,68.4
3110612,11470650,CS300001,53.72,605361502,67.96
3110612,11470650,CS300002,49.56,477236111,68.14
3110612,11470650,CS300003,55.09,658299202,68.57
3110612,11470650,CS300007,54.61,624719105,67.32
3110612,11470650,CS300011,53.47,588611324,67.37
3110612,11470650,CS300033,21.31,75202071,68.61
3110613,11470620,CS100001,64.18,1019149271,59.49
3110613,11470620,CS200025,43.31,279522725,63.64
3110613,11470620,CS200028,34.24,163756126,63.08
3110613,11470620,CS300011,16.33,-149536281,63.97
3110614,11470650,CS100001,64.15,1246461221,67.22
3110614,11470650,CS100009,42.87,332938602,71.88
3110614,11470650,CS100010,33.68,189115681,70.6
3110614,11470650,CS200025,41.22,287915093,70.39
3110614,11470650,CS200028,28.58,141641506,71.46
3110614,11470650,CS200030,16.76,44488282,72.32
3110614,11470650,CS200031,18.16,57391654,71.87
3110614,11470650,CS200037,25.89,122612584,72.24
3110614,11470650,CS300011,27.74,128955205,69.98
3110614,11470650,CS300024,46.63,412190044,70.42
3110615,11470620,CS100001,56.43,2026705789,94.75
3110615,11470620,CS100003,29.63,263644762,95.66
3110615,11470620,CS100008,29.66,262954576,95.5
3110615,11470620,CS100009,41.7,563109497,94.2
3110615,11470620,CS100010,31.96,294751497,94.58
3110615,11470620,CS200001,53.67,1330764797,94.85
3110615,11470620,CS200003,18.4,132302893,94.94
3110615,11470620,CS200005,19.38,146112267,95.61
3110615,11470620,CS200025,35.39,376629823,95.27
3110615,11470620,CS200028,21.48,163304718,94.85
3110615,11470620,CS200037,15.18,114475344,95.15
3110615,11470620,CS300002,44.89,679766090,95.28
3110615,11470620,CS300011,52.34,1213243521,95.74
3110616,11470650,CS100001,47.46,635982700,85.68
3110616,11470650,CS100010,22.99,133042741,83.65
3110616,11470650,CS200028,20.61,120958938,84.69
3110646,11500560,CS100001,51.83,1324237217,99.34
3110646,11500560,CS100002,32.81,350984489,99.22
3110646,11500560,CS100004,33.26,362367914,99.22
3110646,11500560,CS100007,15.78,126608629,99.37
3110646,11500560,CS100008,24.62,216409135,99.35
3110646,11500560,CS100009,37.68,504415861,99.36
3110646,11500560,CS100010,30.2,297713071,99.26
3110646,11500560,CS200001,38.96,539399350,99.26
3110646,11500560,CS200003,18.23,150608055,99.26
3110646,11500560,CS200005,15.77,126608629,99.37
3110646,11500560,CS200006,48.33,1030692495,99.48
3110646,11500560,CS200008,34.21,390217660,99.34
3110646,11500560,CS200016,6.97,55733133,99.38
3110646,11500560,CS200017,14.69,120500020,99.38
3110646,11500560,CS200024,20.09,168774790,99.33
3110646,11500560,CS200028,16.69,132780507,99.34
3110646,11500560,CS200030,5.8,42829761,99.43
3110646,11500560,CS200031,7.01,55733133,99.28
3110646,11500560,CS200037,16.66,132780507,99.4
3110646,11500560,CS300001,44.62,748926898,99.39
3110646,11500560,CS300002,43.62,698777788,99.41
3110646,11500560,CS300006,47.58,944806455,98.83
3110646,11500560,CS300007,50.79,1203995728,99.34
3110646,11500560,CS300009,37.21,483756620,99.42
3110646,11500560,CS300011,12.3,106028607,99.48
3110646,11500560,CS300018,50.34,1165244614,99.4
3110646,11500560,CS300022,25.86,235175007,99.3
3110646,11500560,CS300029,6.97,55733133,99.38
3110646,11500560,CS300035,13.03,110937935,99.43
3110647,11500540,CS100001,55.25,2333603199,99.75
3110647,11500540,CS100007,3.38,-29842640,99.82
3110647,11500540,CS100009,27.1,248894336,99.79
3110647,11500540,CS100010,7.55,61861256,99.75
3110647,11500540,CS200001,40.09,577723946,99.79
3110647,11500540,CS200003,3.59,-15942841,99.81
3110647,11500540,CS200005,3.39,-29842640,99.79
3110647,11500540,CS200025,17.22,141631747,99.8
3110647,11500540,CS200028,4.65,25865148,99.79
3110647,11500540,CS200031,2.64,-88185156,99.78
3110647,11500540,CS200037,3.48,-22964226,99.8
3110647,11500540,CS300001,2.76,-81846457,99.76
3110647,11500540,CS300002,9.45,84625065,99.8
3110647,11500540,CS300007,58.54,5995210710,99.79
3110647,11500540,CS300011,1.81,-185049224,99.78
3110647,11500540,CS300020,41.41,616446401,99.81
3110647,11500540,CS300022,1.95,-159068024,99.76
3110648,11500603,CS100001,80.34,2947231245,40.04
3110648,11500603,CS100002,76.14,1597029497,41.75
3110648,11500603,CS100003,82.65,4648435269,38.28
3110648,11500603,CS100005,82.35,4678699176,39.06
3110648,11500603,CS100007,74.95,1503367218,43.85
3110648,11500603,CS100008,75.0,1523938945,43.88
3110648,11500603,CS100010,78.69,1357517688,32.7
3110648,11500603,CS200028,74.51,1510245633,45.03
3110648,11500603,CS200029,66.86,1109061619,55.94
3110648,11500603,CS200031,70.68,1140351669,47.7
3110648,11500603,CS300002,76.47,1466284432,39.7
3110648,11500603,CS300004,80.14,1523938945,31.04
3110648,11500603,CS300022,84.98,4233805918,31.81
3110648,11500603,CS300028,73.85,1140351669,39.79
3110794,11560560,CS100001,64.59,1399244541,68.55
3110794,11560560,CS100009,48.17,450397957,69.59
3110794,11560560,CS100010,40.11,262724088,69.31
3110794,11560560,CS200001,47.27,426219147,70.06
3110794,11560560,CS200003,26.67,119269772,69.08
3110794,11560560,CS200005,25.72,116176138,70.11
3110794,11560560,CS200028,28.07,131277309,70.17
3110794,11560560,CS200031,16.06,50034312,75.27
3110794,11560560,CS300001,57.23,804957988,70.23
3110794,11560560,CS300002,53.14,620169338,70.69
3110794,11560560,CS300011,35.47,204878500,69.76
3110795,11560650,CS100009,63.67,279393943,12.65
3110795,11560650,CS200028,44.28,91225926,14.39
3110795,11560650,CS300001,75.21,596969134,13.58
3110796,11560535,CS300010,37.8,154463838,51.79
3110797,11560680,CS100008,24.23,85158428,62.95
3110797,11560680,CS200001,27.9,119226688,65.97
3110797,11560680,CS200006,58.33,677873420,61.56
3110797,11560680,CS200028,23.05,83472653,65.59
3110797,11560680,CS300018,53.21,525945626,62.7
3110596,11470580,CS100001,57.78,755130249,67.01
3110596,11470580,CS100008,23.44,92725399,66.95
3110596,11470580,CS100010,25.54,103945650,65.49
3110596,11470580,CS200003,21.9,79738622,67.88
3110596,11470580,CS200025,36.84,202745062,65.83
3110596,11470580,CS200028,24.75,100988931,66.51
3110596,11470580,CS300001,53.48,577562998,66.28
3110596,11470580,CS300002,48.12,439337979,69.01
3110596,11470580,CS300022,25.2,97608563,64.34
3110596,11470580,CS300043,21.2,85704014,70.64
3110597,11470560,CS100001,69.89,2859843991,65.85
3110597,11470560,CS100008,33.01,169503061,67.25
3110597,11470560,CS100009,46.67,386785313,67.93
3110597,11470560,CS200001,44.07,331339006,68.52
3110597,11470560,CS200016,18.73,49705822,68.43
3110597,11470560,CS200025,41.66,279522725,67.77
3110597,11470560,CS200028,28.21,125732916,68.11
3110597,11470560,CS200037,29.18,133955674,68.39
3110597,11470560,CS300001,54.88,644241033,67.86
3110597,11470560,CS300002,49.99,516115642,69.28
3110597,11470560,CS300011,19.24,46179373,66.49
3110597,11470560,CS300022,31.3,152377570,67.51
3110598,11470611,CS100001,61.79,1142798794,70.04
3110598,11470611,CS100002,37.63,236278765,70.11
3110598,11470611,CS100005,36.13,215526568,70.39
3110598,11470611,CS100007,24.16,108048338,70.32
3110598,11470611,CS100008,31.75,169503061,70.4
3110598,11470611,CS100009,43.04,325252770,70.21
3110598,11470611,CS100010,33.23,181429849,70.09
3110598,11470611,CS200001,43.45,332045542,70.2
3110598,11470611,CS200005,24.41,108754874,70.16
3110598,11470611,CS200006,60.7,1064002004,69.71
3110598,11470611,CS200016,18.43,52712676,70.03
3110598,11470611,CS200028,29.34,143904981,70.18
3110598,11470611,CS200037,25.27,114926752,70.21
3110598,11470611,CS300001,54.0,644241033,70.07
3110598,11470611,CS300002,49.59,516115642,70.28
3110598,11470611,CS300007,54.86,674387801,70.06
3110598,11470611,CS300011,17.8,46179373,70.09
3110598,11470611,CS300018,60.77,1083746623,70.18
3110598,11470611,CS300036,28.74,136669224,70.18
3110599,11470560,CS100001,47.88,712924768,89.51
3110599,11470560,CS100002,21.65,159501103,93.42
3110599,11470560,CS100008,13.05,92725399,92.92
3110599,11470560,CS100009,29.58,248475107,93.34
3110599,11470560,CS100010,14.86,103945650,92.21
3110599,11470560,CS200001,27.73,225803891,93.25
3110599,11470560,CS200005,10.56,65838823,93.4
3110599,11470560,CS200025,26.36,202745062,92.04
3110599,11470560,CS200028,11.58,72010702,92.11
3110599,11470560,CS200031,5.75,6789772,95.65
3110599,11470560,CS200037,11.47,72010702,92.37
3110599,11470560,CS300007,43.32,572424808,91.18
3110599,11470560,CS300011,5.83,-86106584,91.91
3110599,11470560,CS300018,48.81,861314241,93.29
3110599,11470560,CS300020,22.92,176174861,94.17
3110599,11470560,CS300033,8.63,49714086,93.82
3110416,11350630,CS100001,53.88,1590422177,97.35
3110416,11350630,CS100002,26.98,236443868,96.81
3110416,11350630,CS100009,34.94,390975012,97.54
3110416,11350630,CS100010,26.4,230424325,97.17
3110416,11350630,CS200001,33.56,348869321,97.23
3110416,11350630,CS200003,15.76,122819775,97.9
3110416,11350630,CS200006,50.89,1113249044,95.99
3110416,11350630,CS200016,7.4,50577460,97.03
3110416,11350630,CS200017,12.79,102811368,97.07
3110416,11350630,CS200024,19.32,151792674,97.26
3110416,11350630,CS200025,30.08,280394364,96.95
3110416,11350630,CS200028,20.77,164627765,96.91
3110416,11350630,CS200031,6.88,50577460,98.35
3110416,11350630,CS300002,39.61,545553310,97.98
3110416,11350630,CS300011,9.56,70577102,96.89
3110416,11350630,CS300018,49.75,1066165061,97.25
3110417,11350570,CS100001,43.19,609165453,94.67
3110417,11350570,CS100007,8.61,58436955,96.19
3110417,11350570,CS100008,11.31,86030067,95.55
3110417,11350570,CS100010,15.63,116279239,95.36
3110417,11350570,CS200028,14.83,114144744,95.9
3110417,11350570,CS200029,37.95,497977560,98.35
3110417,11350570,CS200031,41.5,594608155,97.63
3110418,11350560,CS100001,49.46,509075363,70.18
3110418,11350560,CS100002,33.45,185934824,70.47
3110418,11350560,CS100006,29.82,150800353,70.38
3110418,11350560,CS100008,26.19,119865656,70.49
3110418,11350560,CS100010,30.99,160064136,70.34
3110418,11350560,CS200001,33.85,190049736,70.46
3110418,11350560,CS200003,16.03,19119503,70.75
3110418,11350560,CS200025,37.1,229885319,70.39
3110418,11350560,CS200028,16.01,12098118,70.35
3110418,11350560,CS300001,49.26,503267253,70.4
3110418,11350560,CS300010,12.83,-469608295,70.23
3110465,11380551,CS100001,49.25,887978978,92.91
3110465,11380551,CS100002,23.83,193320308,96.19
3110465,11380551,CS100003,16.81,124992280,96.33
3110465,11380551,CS100004,24.64,204703733,96.8
3110465,11380551,CS100005,22.5,173981183,94.83
3110465,11380551,CS100007,11.99,88660953,94.5
3110465,11380551,CS100008,17.62,127251140,94.92
3110465,11380551,CS100009,31.31,283000849,94.25
3110465,11380551,CS100010,18.97,139177928,95.08
3110465,11380551,CS200001,31.25,289910406,95.65
3110465,11380551,CS200003,13.24,102560752,95.87
3110465,11380551,CS200005,11.23,87954417,96.23
3110465,11380551,CS200028,12.39,94832832,95.57
3110465,11380551,CS200031,6.15,32618756,96.59
3110465,11380551,CS300002,38.02,473863721,96.78
3110465,11380551,CS300007,46.81,681382973,90.62
3110465,11380551,CS300010,39.71,496972423,93.85
3110465,11380551,CS300018,50.77,1045124969,93.93
3110465,11380551,CS300033,9.86,71829680,96.32
3110701,11530730,CS100001,85.85,1047069780,6.35
3110701,11530730,CS100002,62.85,245122436,9.28
3110701,11530730,CS100007,50.07,116892008,9.96
3110701,11530730,CS100010,60.5,208595905,8.25
3110701,11530730,CS200001,79.77,742000762,11.29
3110701,11530730,CS200025,66.0,289072932,8.66
3110701,11530730,CS200028,52.96,134576587,9.14
3110701,11530730,CS300001,78.87,653084703,8.91
3110702,11530760,CS100001,85.18,1150851646,11.89
3110702,11530760,CS100009,69.94,391261212,10.08
3110702,11530760,CS100010,61.16,230710525,10.34
3110702,11530760,CS200001,82.42,884439096,9.88
3110702,11530760,CS200003,57.27,175302492,8.17
3110702,11530760,CS200028,62.55,247436055,10.75
3110702,11530760,CS200031,41.12,50863660,12.9
3110702,11530760,CS300011,37.74,-102213897,11.56
3110627,11470630,CS100001,58.0,4184695011,99.2
3110627,11470630,CS100005,34.38,396765952,99.43
3110627,11470630,CS100007,22.46,191729217,99.26
3110627,11470630,CS100008,29.31,282942795,99.23
3110627,11470630,CS100009,45.12,769157258,99.34
3110627,11470630,CS100010,39.85,566049098,99.01
3110627,11470630,CS200001,57.22,3339974856,99.21
3110627,11470630,CS200002,40.36,579782656,99.27
3110627,11470630,CS200003,27.7,252895666,99.07
3110627,11470630,CS200005,22.41,191729217,99.39
3110627,11470630,CS200006,57.01,3219444234,99.39
3110627,11470630,CS200007,49.3,1098617102,99.4
3110627,11470630,CS200008,38.21,520661381,99.4
3110627,11470630,CS200016,15.58,124567111,99.23
3110627,11470630,CS200025,36.55,460762109,99.39
3110627,11470630,CS200026,15.98,129116581,99.44
3110627,11470630,CS200028,23.04,198607631,99.25
3110627,11470630,CS200029,13.12,112370257,99.53
3110627,11470630,CS300002,47.64,973407885,99.36
3110627,11470630,CS300007,41.69,621340632,99.42
3110627,11470630,CS300008,46.99,914824159,99.4
3110627,11470630,CS300011,35.03,410942638,99.27
3110627,11470630,CS300035,21.04,177471595,99.47
3110627,11470630,CS300036,4.66,20514583,99.31
3110628,11470520,CS100010,31.35,194986598,77.56
3110630,11500640,CS100001,60.3,1039097748,69.87
3110630,11500640,CS100008,32.15,171081236,69.92
3110630,11500640,CS100009,43.25,326124408,69.93
3110630,11500640,CS100010,33.45,182301487,69.9
3110630,11500640,CS200005,24.64,109626512,70.05
3110630,11500640,CS200006,66.4,2024943899,69.83
3110630,11500640,CS200016,18.23,50577460,69.97
3110630,11500640,CS200025,40.93,281100900,69.97
3110630,11500640,CS200028,25.98,116504927,69.84
3110630,11500640,CS200030,17.02,34667234,69.9
3110630,11500640,CS200034,27.38,124646367,69.77
3110630,11500640,CS300001,64.08,1402070657,69.87
3110630,11500640,CS300007,64.79,1571092387,69.89
3110630,11500640,CS300010,65.49,1750612648,69.93
3110630,11500640,CS300011,20.2,68876101,69.93
3110630,11500640,CS300017,65.52,1746383613,69.79
3110630,11500640,CS300018,61.27,1109044412,69.92
3110630,11500640,CS300022,30.36,152542672,69.93
3110630,11500640,CS300033,22.08,92795239,70.39
3110631,11500640,CS200001,4.43,-76019382,95.77
3110631,11500640,CS200028,10.82,79095477,95.39
3110631,11500640,CS300002,34.8,379806933,97.08
3110631,11500640,CS300020,20.62,164230715,97.21
3110656,11500540,CS100001,55.64,2369881503,98.96
3110656,11500540,CS100002,11.38,97681252,98.9
3110656,11500540,CS100005,4.61,13552291,98.97
3110656,11500540,CS100007,2.84,-93925939,99.12
3110656,11500540,CS100008,5.12,31612084,99.13
3110656,11500540,CS100009,27.61,252212396,99.22
3110656,11500540,CS100010,5.98,42832335,98.98
3110656,11500540,CS200001,40.36,577723946,99.11
3110656,11500540,CS200016,3.03,-85178302,98.97
3110656,11500540,CS200017,3.66,-35951248,98.92
3110656,11500540,CS200025,9.32,77548448,98.92
3110656,11500540,CS200028,4.32,6014004,99.16
3110656,11500540,CS200030,2.73,-104095382,99.03
3110656,11500540,CS200031,2.94,-88185156,99.04
3110656,11500540,CS200034,2.67,-112074866,98.98
3110656,11500540,CS200037,3.74,-22964226,99.14
3110656,11500540,CS300001,3.45,-45568153,99.08
3110656,11500540,CS300002,18.19,149469399,99.21
3110656,11500540,CS300004,4.59,12887087,98.97
3110656,11500540,CS300022,2.82,-94984725,99.12
3110657,11500603,CS100001,85.61,4935987732,31.17
3110657,11500603,CS100002,60.17,356447426,31.37
3110657,11500603,CS100007,43.73,131365029,31.09
3110657,11500603,CS100009,71.25,710593765,30.88
3110657,11500603,CS100010,74.9,964620211,31.04
3110657,11500603,CS200005,43.7,131365029,31.17
3110657,11500603,CS200016,35.2,64202924,31.14
3110657,11500603,CS200017,43.07,125962956,30.98
3110657,11500603,CS200024,51.61,211967269,31.12
3110657,11500603,CS200025,64.83,493486255,30.83
3110657,11500603,CS200028,51.09,205773439,30.92
3110657,11500603,CS200030,33.29,45285843,31.17
3110657,11500603,CS200037,44.55,138243443,30.97
3110657,11500603,CS300001,74.93,963192807,30.93
3110657,11500603,CS300002,75.44,1003712056,30.91
3110657,11500603,CS300003,84.09,3106573737,31.28
3110657,11500603,CS300010,84.17,3102125062,31.05
3110657,11500603,CS300018,83.15,2507034445,30.91
3110657,11500603,CS300019,80.69,1673742984,31.2
3110657,11500603,CS300022,53.77,240637943,30.86
3110657,11500603,CS300024,64.0,465112057,31.21
3110658,11500590,CS100001,90.63,1930130553,8.56
3110658,11500590,CS100008,55.6,170374700,11.09
3110658,11500590,CS100009,66.97,326124408,10.62
3110658,11500590,CS200006,91.13,1928102426,7.29
3110658,11500590,CS200028,52.07,134827312,11.45
3110658,11500590,CS200031,37.39,50577460,22.06
3110658,11500590,CS200034,54.65,153212396,9.44
3110658,11500590,CS200037,50.02,116504927,9.75
3110658,11500590,CS300002,71.11,527793445,18.12
3110658,11500590,CS300011,45.68,87253469,9.86
3110658,11500590,CS300027,45.99,81136935,7.89
3110659,11500590,CS100001,55.81,2420091157,98.76
3110659,11500590,CS100003,20.18,167409303,98.9
3110659,11500590,CS100004,27.13,247120756,99.17
