commercial_area_code,district_code,category_code,score,expected_sales,closure_risk
3110055,11140670,CS100001,84.86,805389690,1.17
3110055,11140670,CS100009,75.36,437699737,0.8
3110055,11140670,CS300032,91.84,1434205649,0.87
3110055,11140670,CS300036,90.85,1298474419,1.34
3110055,11140670,CS300043,67.0,255899723,1.37
3110008,11110515,CS100001,51.59,1212968661,97.61
3110008,11110515,CS100003,23.61,198540836,97.78
3110008,11110515,CS100004,29.81,278958826,97.25
3110008,11110515,CS100005,27.77,247529740,97.72
3110008,11110515,CS100006,23.96,200532644,97.53
3110008,11110515,CS100007,13.51,108143222,97.1
3110008,11110515,CS100008,21.21,170304482,97.04
3110008,11110515,CS100009,33.96,357962477,97.04
3110008,11110515,CS100010,22.49,181524733,97.05
3110008,11110515,CS200001,34.46,364048713,96.44
3110008,11110515,CS200028,14.63,115021637,96.98
3110008,11110515,CS300001,44.83,711815972,97.04
3110008,11110515,CS300011,4.39,-8382647,98.14
3110008,11110515,CS300020,29.75,273958620,96.77
3110008,11110515,CS300021,37.74,485223045,98.16
3110008,11110515,CS300028,5.85,33890480,97.7
3110009,11110550,CS100001,51.37,1039027531,92.18
3110009,11110550,CS100004,28.88,247050539,94.77
3110009,11110550,CS100010,25.23,199847119,94.13
3110009,11110550,CS300001,44.31,644335917,94.34
3110009,11110550,CS300028,6.95,33890480,94.97
3110010,11110560,CS100001,70.74,2666999781,62.85
3110010,11110560,CS100005,53.64,413558588,52.98
3110010,11110560,CS100008,48.79,299028895,52.94
3110010,11110560,CS100009,63.28,869686387,57.26
3110010,11110560,CS100010,59.01,619605911,55.95
3110010,11110560,CS200001,53.0,452639277,57.66
3110010,11110560,CS200003,41.26,221715114,58.68
3110010,11110560,CS200005,42.48,207815316,53.04
3110010,11110560,CS200028,42.15,214693730,55.19
3110010,11110560,CS200030,33.96,124742984,53.37
3110010,11110560,CS200031,32.76,140653211,60.87
3110010,11110560,CS300001,68.28,1180098438,54.87
3110010,11110560,CS300007,34.38,134701685,55.61
3110010,11110560,CS300021,54.17,475808639,56.53
3110010,11110560,CS300029,33.02,140653211,60.2
3110017,11110600,CS100001,48.21,986728190,98.47
3110017,11110600,CS100010,25.91,233405353,98.83
3110017,11110600,CS300001,40.54,580539488,98.89
3110018,11110600,CS100001,54.65,1816176863,97.6
3110018,11110600,CS100004,32.69,334040133,97.64
3110018,11110600,CS100010,31.51,313248899,97.69
3110018,11110600,CS200028,9.79,79006258,97.92
3110018,11110600,CS300001,42.6,637488462,97.94
3110018,11110600,CS300010,54.92,1989918262,98.25
3110018,11110600,CS300011,41.13,592150359,98.42
3110018,11110600,CS300015,33.17,351893815,98.46
3110018,11110600,CS300017,49.54,1088989789,98.51
3110018,11110600,CS300021,42.96,652610837,98.62
3110019,11110615,CS100001,97.47,4114211778,0.42
3110019,11110615,CS100009,79.64,570703418,0.29
3110019,11110615,CS100010,72.14,346165256,0.59
3110019,11110615,CS300001,86.53,907748472,0.36
3110019,11110615,CS300017,87.86,1019907088,0.31
3110020,11110650,CS100001,49.02,1022556121,97.55
3110020,11110650,CS100008,20.81,170304482,98.05
3110020,11110650,CS100010,22.01,180818197,97.97
3110020,11110650,CS200028,14.29,115728173,98.13
3110020,11110650,CS200031,6.68,49800707,98.7
3110020,11110650,CS200032,6.86,52807561,99.04
3110020,11110650,CS300001,42.78,644335917,98.18
3110020,11110650,CS300002,38.42,516917063,98.41
3110020,11110650,CS300018,51.46,1217194304,98.12
3110020,11110650,CS300035,12.5,105712044,98.78
3110020,11110650,CS300043,18.27,150872950,99.29
3110001,11110560,CS100001,83.05,2409747355,30.6
3110001,11110560,CS100009,73.14,809447441,30.65
3110001,11110560,CS200001,74.35,896455935,30.44
3110002,11110570,CS100001,84.36,809196930,2.58
3110002,11110570,CS100005,61.41,196527127,2.9
3110002,11110570,CS100010,57.94,161017335,3.26
3110002,11110570,CS200001,69.49,311633028,2.55
3110002,11110570,CS200003,43.31,26892930,3.22
3110002,11110570,CS200028,43.36,20578082,2.58
3110002,11110570,CS300018,92.84,1767134522,1.71
3110003,11110550,CS100001,93.55,1870835718,0.78
3110003,11110550,CS100005,71.58,334812292,0.62
3110003,11110550,CS100008,64.2,219576063,0.92
3110003,11110550,CS100009,77.2,507582789,0.75
3110003,11110550,CS100010,69.72,300879999,0.86
3110003,11110550,CS200001,76.72,484110515,0.68
3110003,11110550,CS200003,57.14,143675355,0.62
3110003,11110550,CS200005,55.65,129775556,0.68
3110003,11110550,CS200024,60.04,172648254,0.7
3110003,11110550,CS200028,56.49,135947435,0.69
3110003,11110550,CS200031,47.15,61906915,0.76
3110003,11110550,CS300002,83.08,701944716,0.87
3110003,11110550,CS300010,90.83,1253402372,0.64
3110003,11110550,CS300011,63.61,210266176,0.92
3110004,11110580,CS100001,72.38,417235763,6.45
3110004,11110580,CS100010,39.38,-162987982,6.12
3110004,11110580,CS200028,39.22,-194922930,6.16
3110035,11110710,CS100001,52.67,553783485,65.81
3110035,11110710,CS100007,21.28,65933708,66.65
3110035,11110710,CS100008,24.28,93526819,65.42
3110035,11110710,CS100009,40.34,249276528,66.79
3110035,11110710,CS100010,25.88,104040535,64.71
3110035,11110710,CS200037,21.23,72105587,68.01
3110035,11110710,CS300001,53.24,567558255,65.92
3110035,11110710,CS300004,22.88,85798899,66.47
3110035,11110710,CS300017,13.6,-773696056,67.53
3110035,11110710,CS300028,15.43,-93459311,67.68
3110012,11110530,CS100001,95.93,3045775389,1.46
3110012,11110530,CS100003,73.98,403005781,1.08
3110012,11110530,CS100004,78.19,548389917,1.7
3110012,11110530,CS100010,78.01,537494053,1.5
3110012,11110530,CS200001,83.93,744802248,1.0
3110012,11110530,CS200005,61.85,192530637,0.97
3110012,11110530,CS200006,94.18,2084671324,0.8
3110012,11110530,CS300002,86.57,938362430,1.15
3110013,11110530,CS100010,42.22,115502486,28.15
3110014,11110515,CS100001,76.37,1107214121,32.07
3110014,11110515,CS100010,48.56,180818197,31.59
3110015,11110515,CS100004,60.33,344157636,29.91
3110015,11110515,CS100010,56.54,256823172,27.62
3110016,11110560,CS100001,85.29,3807317740,30.25
3110016,11110560,CS100010,65.7,518465132,30.44
3110016,11110560,CS200005,49.99,191824101,30.49
3110016,11110560,CS300002,82.9,2338200865,30.62
3110005,11110550,CS100001,86.23,1093628220,6.86
3110005,11110550,CS100008,58.2,169597946,4.38
3110005,11110550,CS200001,80.42,643851471,3.95
3110005,11110550,CS200028,53.73,125827801,4.33
3110005,11110550,CS300011,57.87,172114502,6.0
3110006,11110550,CS100010,38.68,96473564,30.26
3110007,11110530,CS100001,75.76,1039027531,31.2
3110037,11110710,CS100001,62.85,1126997515,66.67
3110037,11110710,CS100007,25.53,108849758,67.47
3110037,11110710,CS100008,33.43,169597946,66.31
3110037,11110710,CS100010,37.77,209796427,65.4
3110037,11110710,CS200028,30.58,143999866,67.15
3110037,11110710,CS200034,28.09,124576149,67.98
3110037,11110710,CS300002,50.95,516210527,66.96
3110037,11110710,CS300011,56.3,679948760,66.78
3110038,11140520,CS100001,95.32,2514604227,0.5
3110038,11140520,CS100003,54.27,121107724,0.55
3110038,11140520,CS100008,45.47,44296696,0.42
3110038,11140520,CS100010,61.87,191273315,0.65
3110038,11140520,CS300001,82.71,674780284,0.46
3110038,11140520,CS300002,80.37,596121920,0.58
3110039,11140540,CS100001,77.3,1023006493,26.89
3110021,11110650,CS100001,61.74,1057349916,66.9
3110021,11110650,CS100004,39.68,247050539,67.77
3110021,11110650,CS100006,35.78,200532644,67.96
3110021,11110650,CS100007,25.36,108143222,67.49
3110021,11110650,CS100009,44.1,326054191,67.79
3110021,11110650,CS100010,34.31,180818197,67.22
3110021,11110650,CS200016,19.15,52807561,68.33
3110021,11110650,CS200028,26.52,115021637,67.27
3110021,11110650,CS200031,19.31,52807561,67.91
3110021,11110650,CS300002,50.43,516210527,68.24
3110021,11110650,CS300018,64.19,1217900840,66.32
3110022,11110650,CS100001,75.4,498315394,4.75
3110022,11110650,CS100010,45.86,62495184,4.22
3110022,11110650,CS200001,50.03,103328655,4.11
3110022,11110650,CS200003,74.78,460872937,3.84
3110022,11110650,CS200005,74.27,446973138,4.16
3110022,11110650,CS200025,57.44,161294596,4.58
3110023,11110640,CS100001,74.83,437441641,2.12
3110023,11110640,CS100010,61.57,195619056,2.2
3110024,11110650,CS100001,84.94,842238183,2.37
3110024,11110650,CS100010,55.78,138566276,2.96
3110024,11110650,CS200003,50.39,101949101,2.81
3110024,11110650,CS200006,86.7,979729992,1.91
3110024,11110650,CS200031,43.12,32713640,4.2
3110024,11110650,CS300011,42.69,-2707592,2.67
3110024,11110650,CS300020,61.64,199091876,2.84
3110024,11110650,CS300028,42.72,13796560,3.72
3110025,11110630,CS100001,80.27,954627176,17.33
3110025,11110630,CS300011,57.55,220858980,17.8
3110026,11110630,CS300020,43.29,3927662,1.62
3110027,11110640,CS100001,68.26,608388700,31.87
3110027,11110640,CS100008,36.63,85959849,32.18
3110027,11110640,CS100009,54.05,260031943,34.27
3110027,11110640,CS100010,45.06,145302938,31.28
3110027,11110640,CS300021,58.79,359571907,35.17
3110028,11110640,CS100001,80.94,1126997515,21.44
3110028,11110640,CS100003,55.13,237702201,26.77
3110028,11110640,CS100005,55.96,215621453,20.88
3110028,11110640,CS100009,61.94,325347655,23.05
3110028,11110640,CS100010,53.34,229647572,29.76
3110028,11110640,CS200001,62.81,332140427,21.86
3110028,11110640,CS200003,45.98,122749557,22.33
3110028,11110640,CS200005,44.63,108849758,19.73
3110028,11110640,CS200028,44.76,115728173,21.96
3110028,11110640,CS300001,72.92,643629381,22.62
3110028,11110640,CS300002,67.84,516210527,24.73
3110028,11110640,CS300011,75.36,759624460,23.29
3110028,11110640,CS300043,48.8,150872950,22.95
3110029,11110680,CS100001,79.75,576092410,0.41
3110029,11110680,CS100008,49.3,85253313,0.34
3110029,11110680,CS100009,66.02,241003021,0.34
3110029,11110680,CS100010,50.64,96473564,0.36
3110029,11110680,CS200016,43.59,-6983842,0.28
3110029,11110680,CS200028,47.68,65245152,0.36
3110029,11110680,CS300001,79.13,559991284,0.3
3110029,11110680,CS300011,42.99,-40642313,0.36
3110029,11110680,CS300033,44.84,35233937,0.42
3110030,11110670,CS100001,95.0,3576837884,5.44
3110030,11110670,CS100004,37.62,-621563832,7.8
3110030,11110670,CS300022,38.32,-1237145208,5.08
3110031,11110690,CS100001,90.62,1336395978,2.56
3110031,11110690,CS200028,42.42,-17127988,2.64
3110032,11110670,CS100001,66.76,668958071,39.97
3110033,11110700,CS100001,80.34,604538279,1.26
3110033,11110700,CS100009,64.78,229505676,1.11
3110033,11110700,CS100010,57.09,144518441,1.05
3110033,11110700,CS200001,50.45,101849445,2.53
3110033,11110700,CS200028,42.85,-23083339,1.35
3110034,11110670,CS100001,70.29,311177971,0.47
3110034,11110670,CS300011,46.56,55350311,0.34
3110034,11110670,CS300033,42.3,-96896030,0.3
3110057,11140670,CS100001,82.18,662972687,1.09
3110057,11140670,CS100008,41.94,-121002472,0.43
3110057,11140670,CS100010,51.9,107279728,0.72
3110057,11140670,CS200005,46.96,58366738,0.31
3110057,11140670,CS200007,78.92,556059726,0.33
3110057,11140670,CS200028,47.54,64538616,0.49
3110057,11140670,CS200031,43.28,-3976988,1.13
3110057,11140670,CS200034,47.3,62240172,0.56
3110057,11140670,CS300001,78.96,559284748,0.57
3110057,11140670,CS300011,93.58,1838556646,0.41
3110058,11170570,CS100001,88.87,1271739733,5.88
3110058,11170570,CS100003,65.7,263644762,5.5
3110058,11170570,CS100009,73.99,453331450,5.23
3110058,11170570,CS100010,65.61,264951045,5.96
3110058,11170570,CS200001,81.69,740863684,6.45
3110058,11170570,CS200025,71.33,376629823,5.41
3110058,11170570,CS200028,55.12,143453574,5.59
3110058,11170570,CS200031,43.64,49254414,5.96
3110058,11170570,CS300002,80.7,679766090,5.75
3110058,11170570,CS300003,95.54,4137789812,5.27
3110058,11170570,CS300011,51.83,122102667,7.0
3110058,11170570,CS300018,88.84,1259758847,5.73
3110058,11170570,CS300036,57.5,161628946,4.52
3110059,11170640,CS100001,93.18,1779285171,0.93
3110059,11170640,CS100007,55.37,128974136,0.95
3110059,11170640,CS100010,69.6,300785114,1.13
3110059,11170640,CS200001,76.65,483309094,0.82
3110059,11170640,CS200003,57.08,143580470,0.76
3110059,11170640,CS200025,73.81,398007028,1.05
3110059,11170640,CS200028,56.35,135852550,0.98
3110059,11170640,CS200031,47.15,61812030,0.74
3110059,11170640,CS300001,85.31,828562150,0.98
3110059,11170640,CS300007,83.38,716294845,0.9
3110059,11170640,CS300011,63.57,211329129,1.14
3110059,11170640,CS300033,51.07,101022955,0.74
3110059,11170640,CS300043,62.68,200756182,0.74
3110036,11110710,CS100001,57.24,576798946,56.79
3110036,11110710,CS300011,17.82,-144760733,60.27
3110036,11110710,CS300015,37.74,192567684,61.29
3110036,11110710,CS300021,48.86,358865371,59.93
3110040,11140540,CS100001,91.99,1724366391,3.43
3110040,11140540,CS100010,71.62,371145811,4.23
3110040,11140540,CS200034,53.81,124903437,3.78
3110040,11140540,CS300001,85.62,907041936,2.61
3110040,11140540,CS300011,88.53,1239245080,6.13
3110041,11140550,CS100001,22.29,183674038,97.99
3110041,11140550,CS100004,2.33,-156153262,98.86
3110041,11140550,CS100010,1.33,-654453255,98.43
3110041,11140550,CS300001,1.76,-434932186,98.07
3110041,11140550,CS300002,30.7,305021925,98.86
3110041,11140550,CS300011,26.13,234232931,98.43
3110041,11140550,CS300021,27.83,251211193,98.55
3110042,11140570,CS100001,77.62,1184051556,31.64
3110042,11140570,CS100010,55.89,280966445,32.57
3110042,11140570,CS300001,68.28,616111256,32.62
3110042,11140570,CS300021,68.03,606959612,32.32
3110043,11140580,CS100001,96.28,2981123391,0.39
3110043,11140580,CS100002,74.5,408362946,0.32
3110043,11140580,CS100005,72.7,358491786,0.28
3110043,11140580,CS100008,71.78,335973587,0.26
3110043,11140580,CS100010,78.51,540225697,0.44
3110043,11140580,CS200003,63.89,210511923,0.25
3110043,11140580,CS200028,50.93,98355741,0.34
3110043,11140580,CS200031,59.57,166762127,0.29
3110043,11140580,CS300001,86.55,910357310,0.38
3110043,11140580,CS300002,90.26,1190589315,0.25
3110043,11140580,CS300011,93.34,1755033063,0.34
3110043,11140580,CS300021,84.98,788924768,0.38
3110044,11140580,CS100001,85.63,1023006493,6.05
3110045,11140580,CS100001,92.31,1476863552,0.21
3110045,11140580,CS100003,71.26,327597040,0.13
3110045,11140580,CS100004,75.25,426998483,0.21
3110045,11140580,CS100008,67.22,251492549,0.1
3110045,11140580,CS100009,79.72,570703418,0.1
3110045,11140580,CS100010,69.87,298604164,0.15
3110045,11140580,CS200028,44.76,32903624,0.11
3110045,11140580,CS300001,86.61,907041936,0.12
3110045,11140580,CS300010,92.71,1571339969,0.1
3110045,11140580,CS300011,73.98,394110263,0.2
3110047,11140625,CS300011,60.05,2412363938,88.1
3110048,11140580,CS100001,94.54,2234270417,0.82
3110048,11140580,CS100010,74.39,407425939,0.52
3110048,11140580,CS300001,83.89,736959571,0.67
3110048,11140580,CS300011,85.76,850023881,0.54
3110048,11140580,CS300024,87.43,989106115,0.48
3110049,11140625,CS100001,82.79,1924736690,28.1
3110049,11140625,CS100006,58.25,295292207,28.89
3110049,11140625,CS100009,71.27,662827676,28.33
3110049,11140625,CS100010,63.26,412040664,28.82
3110049,11140625,CS200001,66.57,524884022,29.08
3110049,11140625,CS300001,76.15,995203693,28.9
3110049,11140625,CS300011,77.8,1109392526,28.63
3110049,11140625,CS300024,71.7,701431871,29.3
3110053,11140615,CS100001,69.53,595121331,27.63
3110053,11140615,CS100002,47.05,151322481,27.55
3110053,11140615,CS100005,46.9,131983356,23.51
3110053,11140615,CS100009,55.6,241709557,26.54
3110053,11140615,CS200028,38.37,65245152,23.63
3110053,11140615,CS300001,69.68,559991284,23.93
3110053,11140615,CS300002,64.23,431865893,28.16
3110053,11140615,CS300011,77.06,973262505,25.8
3110053,11140615,CS300022,39.04,90136478,27.12
3110054,11140645,CS100001,53.26,1569399495,98.68
3110054,11140645,CS100006,28.65,270242502,98.97
3110054,11140645,CS100009,36.68,461382573,99.14
3110054,11140645,CS100010,27.27,247671929,98.99
3110054,11140645,CS200001,41.77,616374493,98.91
3110054,11140645,CS200005,18.25,148800761,98.99
3110054,11140645,CS200016,12.03,101328646,98.46
3110054,11140645,CS200028,23.92,204508550,98.56
3110054,11140645,CS300002,46.43,854675454,99.01
3110054,11140645,CS300011,53.69,1684451889,98.81
3110054,11140645,CS300027,15.06,121724256,98.76
3110056,11140650,CS100001,85.08,3704584869,30.57
3110056,11140650,CS100008,53.22,234448550,30.75
3110056,11140650,CS100009,60.81,368557560,31.09
3110056,11140650,CS100010,53.08,229647572,30.41
3110056,11140650,CS200005,40.16,108143222,30.5
3110056,11140650,CS200006,75.66,1021981913,30.91
3110056,11140650,CS200028,44.8,139107502,30.49
3110056,11140650,CS200031,35.87,69490697,30.83
3110056,11140650,CS300001,66.69,549409731,30.53
3110056,11140650,CS300004,45.2,151579486,32.25
3110056,11140650,CS300011,36.85,81840412,30.79
3110056,11140650,CS300018,80.76,1616805944,30.47
3110056,11140650,CS300028,33.91,53580470,31.59
3110056,11140650,CS300031,76.89,1146547004,32.48
3110056,11140650,CS300035,42.59,124034429,31.46
3110079,11170510,CS100001,78.39,1301550297,32.56
3110079,11170510,CS100002,54.67,268187052,33.73
3110079,11170510,CS100003,49.11,198445952,34.02
3110079,11170510,CS100004,55.31,278157405,33.34
3110079,11170510,CS100007,37.87,108754874,36.51
3110079,11170510,CS100008,45.38,169503061,36.34
3110079,11170510,CS100009,58.11,357161057,36.57
3110079,11170510,CS100010,50.74,209701542,32.92
3110079,11170510,CS200001,58.72,363247293,35.7
3110079,11170510,CS200002,59.46,367732902,34.35
3110079,11170510,CS200003,41.61,122654672,33.2
3110079,11170510,CS200005,38.06,108754874,36.04
3110079,11170510,CS200008,56.17,316196437,36.33
3110079,11170510,CS200017,38.26,101939730,33.08
3110079,11170510,CS200028,39.29,114926752,35.16
3110079,11170510,CS200031,33.12,52712676,33.3
3110079,11170510,CS200034,41.43,124481264,34.55
3110079,11170510,CS300001,69.59,711721087,35.12
3110079,11170510,CS300002,65.71,584302233,36.34
3110079,11170510,CS300007,69.22,698192353,35.34
3110079,11170510,CS300010,61.7,451718377,35.83
3110079,11170510,CS300011,36.12,93501756,35.65
3110079,11170510,CS300022,44.11,152377570,35.49
3110079,11170510,CS300033,34.86,92630137,38.35
3110080,11170510,CS100001,52.6,755130249,79.94
3110080,11170510,CS100004,41.44,498588333,89.67
3110080,11170510,CS100009,32.58,249181643,86.15
3110080,11170510,CS100010,21.71,122974571,83.08
3110080,11170510,CS200001,23.13,133095187,83.32
3110080,11170510,CS200028,15.32,72010702,82.75
3110080,11170510,CS300001,46.64,566756834,82.11
3110080,11170510,CS300002,40.69,439337979,87.58
3110080,11170510,CS300004,14.3,85704014,87.9
3110080,11170510,CS300011,59.39,1485347184,82.55
3110080,11170510,CS300018,52.26,940538962,87.01
3110080,11170510,CS300022,17.31,98315099,84.34
3110081,11170520,CS100001,50.63,1181486618,99.01
3110081,11170520,CS100003,22.81,195103694,98.92
3110081,11170520,CS100004,21.44,180425479,99.1
3110081,11170520,CS100005,26.97,244092598,98.74
3110081,11170520,CS100006,23.43,201144295,98.99
3110081,11170520,CS100008,20.4,169503061,98.77
3110081,11170520,CS100009,34.24,386785313,99.01
3110081,11170520,CS100010,30.87,312074777,99.13
3110081,11170520,CS200028,17.84,143904981,98.93
3110081,11170520,CS200031,7.03,52712676,98.53
3110081,11170520,CS300001,42.45,643534497,98.74
3110081,11170520,CS300002,39.32,544681672,98.63
3110081,11170520,CS300007,42.43,642337912,98.65
3110081,11170520,CS300011,51.94,1311640694,98.89
3110081,11170520,CS300035,15.66,123939545,98.77
3110081,11170520,CS300036,50.68,1187763277,99.05
3110050,11140635,CS100001,55.55,2119064469,97.57
3110050,11140635,CS200030,9.93,78109618,97.42
3110051,11140615,CS100001,75.22,943333051,29.68
3110051,11140615,CS100010,28.87,-465035674,30.17
3110051,11140615,CS300011,85.72,4506544604,30.36
3110051,11140615,CS300024,28.56,-402230782,31.3
3110052,11140625,CS100001,87.99,1074599299,1.94
3110052,11140625,CS100003,58.95,167339085,1.93
3110052,11140625,CS100008,59.46,170304482,1.41
3110052,11140625,CS100009,70.59,325347655,1.41
3110052,11140625,CS200001,72.06,351830416,1.22
3110052,11140625,CS200006,87.53,1021981913,1.25
3110052,11140625,CS200028,52.78,115021637,1.63
3110052,11140625,CS200030,45.87,53580470,1.7
3110052,11140625,CS200032,47.65,72497551,2.22
3110052,11140625,CS300001,82.4,680614221,1.6
3110052,11140625,CS300011,93.94,2103368942,1.5
3110052,11140625,CS300018,90.69,1254179144,1.0
3110052,11140625,CS300021,75.5,454356425,1.55
3110060,11170590,CS100001,88.63,1382224317,8.18
3110060,11170590,CS100004,68.64,344062751,9.12
3110060,11170590,CS100007,49.23,107596930,7.47
3110060,11170590,CS100009,73.33,452624914,6.83
3110060,11170590,CS100010,63.39,245922123,8.22
3110060,11170590,CS200003,51.42,121496728,7.76
3110060,11170590,CS200025,70.69,376629823,7.03
3110060,11170590,CS200028,53.38,133504266,7.76
3110060,11170590,CS300001,82.45,807184944,7.25
3110060,11170590,CS300002,79.8,679766090,7.99
3110060,11170590,CS300003,93.76,2814894249,6.0
3110060,11170590,CS300010,80.81,726623463,7.9
3110060,11170590,CS300011,51.37,122102667,8.15
3110060,11170590,CS300021,75.16,521981188,7.17
3110061,11170580,CS100001,73.41,1126902631,40.24
3110061,11170580,CS100010,48.71,209701542,38.01
3110061,11170580,CS200001,57.12,359905036,39.37
3110061,11170580,CS200005,36.11,108048338,40.45
3110061,11170580,CS200028,39.73,133955674,42.03
3110061,11170580,CS300001,65.98,643534497,39.91
3110061,11170580,CS300015,59.83,426536890,38.69
3110061,11170580,CS300018,72.74,1087376890,40.38
3110062,11170625,CS100001,67.77,3241154462,72.58
3110062,11170625,CS100002,46.1,421260300,72.55
3110062,11170625,CS100003,46.35,405946511,70.53
3110062,11170625,CS100004,51.04,599303834,74.16
3110062,11170625,CS100006,40.46,317619644,75.79
3110062,11170625,CS100008,38.35,285978410,77.14
3110062,11170625,CS100009,53.87,772192873,77.64
3110062,11170625,CS100010,49.97,580481980,75.32
3110062,11170625,CS200006,67.2,3531438250,74.8
3110062,11170625,CS200016,24.57,125302408,76.98
3110062,11170625,CS200025,45.8,464504260,76.62
3110062,11170625,CS200034,35.92,240250077,75.45
3110062,11170625,CS200037,31.76,202349782,78.46
3110062,11170625,CS300018,66.01,3636251353,78.08
3110063,11170590,CS100001,89.37,1223679940,3.48
3110063,11170590,CS100005,65.49,247434855,3.4
3110063,11170590,CS100007,51.36,108754874,2.78
3110063,11170590,CS100009,71.81,357867593,2.39
3110063,11170590,CS100010,59.77,180723313,3.43
3110063,11170590,CS200034,53.99,123774728,2.86
3110063,11170590,CS200037,52.35,114926752,2.51
3110063,11170590,CS300001,82.65,712427623,2.52
3110063,11170590,CS300003,95.15,2814894249,2.51
3110063,11170590,CS300010,74.86,451718377,2.93
3110063,11170590,CS300011,48.99,93501756,3.49
3110063,11170590,CS300018,89.7,1231157935,2.92
3110063,11170590,CS300022,57.31,152377570,2.48
3110063,11170590,CS300033,49.0,92630137,3.0
3110063,11170590,CS300043,56.58,150778065,3.45
3110064,11170580,CS100001,79.32,1150098868,26.48
3110064,11170580,CS100005,52.18,215526568,30.25
3110064,11170580,CS100006,52.4,200437759,26.36
3110064,11170580,CS100008,50.8,170209597,22.97
3110064,11170580,CS100010,50.43,180723313,26.79
3110064,11170580,CS200001,61.27,332045542,25.67
3110064,11170580,CS200003,45.28,122654672,24.02
3110064,11170580,CS200005,41.81,108754874,26.66
3110064,11170580,CS200017,42.77,101939730,21.81
3110064,11170580,CS300001,73.87,680519337,22.92
3110064,11170580,CS300002,68.42,553100482,26.37
3110064,11170580,CS300011,39.77,93501756,26.55
3110064,11170580,CS300018,79.3,1198543113,27.84
3110064,11170580,CS300022,48.4,151671034,24.47
3110064,11170580,CS300024,63.21,414449640,29.08
3110064,11170580,CS300028,35.3,33795596,24.0
3110082,11170650,CS100001,84.85,3465134500,30.44
3110082,11170650,CS100004,76.3,1053802163,30.38
3110082,11170650,CS100005,62.07,402644167,30.8
3110082,11170650,CS100006,60.7,362206245,30.6
3110082,11170650,CS100008,60.58,361097046,30.81
3110082,11170650,CS100009,77.69,1157186058,30.83
3110082,11170650,CS100010,73.93,863873481,30.52
3110082,11170650,CS300011,84.59,3273749677,30.65
3110082,11170650,CS300017,80.4,1537677506,30.53
3110082,11170650,CS300028,47.92,172307437,30.88
3110083,11170690,CS100010,65.22,519076783,31.67
3110083,11170690,CS200025,62.9,460762109,33.5
3110083,11170690,CS300011,64.87,518013734,32.45
3110083,11170690,CS300025,58.8,323821972,30.59
3110084,11170660,CS100001,49.59,1067204339,97.66
3110084,11170660,CS100003,20.15,166537665,98.8
3110084,11170660,CS100004,51.8,1294188920,98.93
3110084,11170660,CS100005,24.9,215526568,98.47
3110084,11170660,CS100008,20.84,170209597,97.87
3110084,11170660,CS100009,31.77,325252770,98.38
3110084,11170660,CS100010,22.92,191529477,98.08
3110084,11170660,CS200006,48.93,991856314,96.82
3110084,11170660,CS200028,14.08,114926752,98.17
3110084,11170660,CS200031,6.97,52712676,98.66
3110084,11170660,CS300001,42.68,643534497,98.17
3110084,11170660,CS300002,38.46,516115642,98.11
3110084,11170660,CS300011,21.06,173177456,98.2
3110084,11170660,CS300022,19.07,152377570,98.08
3110084,11170660,CS300028,5.74,36802450,98.32
3110084,11170660,CS300035,13.04,105617159,97.35
3110085,11170660,CS100001,48.96,1038226110,98.15
3110085,11170660,CS100002,26.54,236278765,97.82
3110085,11170660,CS100003,20.17,166537665,98.75
3110085,11170660,CS100004,28.31,262947569,98.87
3110085,11170660,CS100005,24.93,215526568,98.39
3110085,11170660,CS100006,23.52,200437759,98.58
3110085,11170660,CS100009,31.9,325252770,98.07
3110085,11170660,CS100010,24.56,209701542,98.36
3110085,11170660,CS200005,13.21,108754874,98.16
3110085,11170660,CS200028,14.28,115633288,98.07
3110085,11170660,CS300001,42.62,643534497,98.3
3110085,11170660,CS300002,38.44,516822178,98.33
3110085,11170660,CS300011,21.06,173177456,98.21
3110085,11170660,CS300017,3.22,-148773896,96.75
3110085,11170660,CS300022,19.29,152377570,97.54
3110085,11170660,CS300035,12.85,105617159,97.83
3110065,11170560,CS300003,95.38,17388552678,10.51
3110066,11170555,CS100001,76.78,1301550297,36.57
3110066,11170555,CS100008,43.86,169503061,40.13
3110066,11170555,CS100009,57.6,376189978,39.68
3110066,11170555,CS100010,47.1,209701542,42.03
3110066,11170555,CS200028,36.57,114926752,41.94
3110066,11170555,CS200034,38.68,123774728,41.14
3110066,11170555,CS300001,67.28,711721087,40.89
3110066,11170555,CS300002,63.76,584302233,41.19
3110066,11170555,CS300010,63.1,543941888,39.12
3110066,11170555,CS300018,73.26,1231157935,44.03
3110066,11170555,CS300033,34.16,92630137,40.1
3110067,11170555,CS100001,53.77,1202497085,91.77
3110067,11170555,CS100007,14.9,108048338,93.47
3110067,11170555,CS100008,22.91,169503061,92.51
3110067,11170555,CS100009,34.98,344281691,93.31
3110067,11170555,CS100010,25.64,199752234,93.06
3110067,11170555,CS200025,31.67,279522725,92.76
3110067,11170555,CS200028,16.22,114926752,92.82
3110067,11170555,CS200031,8.65,49705822,93.64
3110067,11170555,CS300001,44.8,643534497,92.87
3110067,11170555,CS300002,40.17,516115642,93.84
3110067,11170555,CS300007,46.26,698192353,92.74
3110067,11170555,CS300010,37.95,420851756,92.85
3110067,11170555,CS300011,13.11,93501756,93.2
